STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
74486094789,15/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",15.2,24,-6.5,24,1024.6,24,23.7,24,20.9,24,14.9,24,22,28,23,*,7,*,0,C,999.9,0
74486094789,16/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",26.7,24,9.4,24,1032,24,31.3,24,14.8,24,9,24,15,999.9,36,*,19.9, ,0,D,999.9,0
74486094789,17/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",34.7,24,26.1,24,1029.5,24,28.8,24,5.9,24,4.1,24,8,999.9,46,*,28, ,0,D,999.9,0
74486094789,18/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",43.8,24,36.9,24,1022.3,24,21.6,24,4.8,24,6.5,24,8.9,999.9,57,*,35.1, ,0,C,999.9,100000
74486094789,19/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",48.5,24,48.1,24,1013.8,24,13,24,1.1,24,6.7,24,14,20,59, ,43, ,0.02,D,999.9,110000
74486094789,20/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",46.4,24,45.4,24,994.5,24,993.8,24,3.4,24,10.6,24,20,26,55, ,37.9, ,0.2,D,999.9,110000
74486094789,21/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",43,24,33.9,24,1008.1,24,7.3,24,17.1,24,14.1,24,20,24.1,53.1, ,39.9, ,0.08,G,999.9,10000
74486094789,22/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",40.9,24,32.7,24,1017.6,24,16.8,24,13.5,24,6.5,24,15,999.9,50, ,28, ,0,G,999.9,0
74486094789,23/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",39.3,24,20.3,24,1024.3,24,23.5,24,21.2,24,13.8,24,20,27,54, ,33.1, ,0,D,999.9,10000
74486094789,24/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",28.1,24,7,24,1033.6,24,32.8,24,22.2,24,10.2,24,15,20,41, ,21.9, ,0,D,999.9,0
74486094789,25/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",31.6,24,21.8,24,1033.7,24,33,24,14,24,10.5,24,15.9,26,42.1,*,23, ,0.01,D,999.9,111000
74486094789,26/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",46.7,24,44.9,24,1009.6,24,8.8,24,5.1,24,9.2,24,21,28.9,50,*,37, ,1.26,G,999.9,110000
74486094789,27/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",38.4,24,32.8,24,991.9,24,991.2,24,10,24,10.4,24,14,999.9,51.1, ,36, ,1.14,G,999.9,10000
74486094789,28/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",20.4,24,11.1,24,1000.5,24,999.7,24,9.4,24,19.1,24,24.1,32.1,39, ,12, ,0.12,G,2.8,101000
74486094789,29/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",16.7,24,3.2,24,1016.4,24,15.6,24,11.4,24,10.9,24,19,24.1,19.9, ,12.9, ,0,G,999.9,1000
74486094789,30/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",23.3,24,15.1,24,1019,24,18.2,24,9.4,24,11.3,24,15,22,30,*,19, ,0.01,C,0.8,101000
74486094789,31/01/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",27.6,24,15,24,1026.1,24,25.4,24,13,24,12.3,24,19,999.9,34,*,21.9, ,0,D,999.9,0
74486094789,01/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",28.5,24,17.5,24,1033.8,24,33.1,24,11.4,24,6.7,24,8.9,999.9,34, ,19.9, ,0,D,999.9,0
74486094789,02/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",40.9,24,34.4,24,1021,24,20.3,24,7.7,24,10.4,24,14,20,48.9,*,30.9, ,0.2,G,999.9,110000
74486094789,03/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",36,24,29.1,24,1022.4,24,21.7,24,10.2,24,8.6,24,14,22.9,48.9, ,28, ,0,G,999.9,0
74486094789,04/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.8,23,30,23,1023.8,23,23,23,6.7,23,7.1,23,10.1,999.9,43, ,28.9, ,0.08,D,0.8,111000
74486094789,05/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",37,24,35.4,24,1008.6,24,7.8,24,3.9,24,8.4,24,13,999.9,45,*,30.9, ,0.67,G,999.9,110000
74486094789,06/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",38,24,26,24,1016.7,24,16,24,12.4,24,10.7,24,20,24.1,45, ,32,*,0,G,999.9,0
74486094789,07/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",23.2,24,13.7,24,1019.6,24,18.9,24,6.9,24,14.1,24,19,27,41, ,19, ,0.04,G,4.7,101000
74486094789,08/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",26.1,24,22.1,24,1018.8,24,18,24,6,24,7.6,24,13,22,34,*,21.9, ,0,G,4.7,101000
74486094789,09/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",30.8,24,22.6,24,1020.4,24,19.6,24,9.5,24,5.4,24,8.9,999.9,36,*,24.1, ,0,D,999.9,0
74486094789,10/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",32.9,24,23.5,24,1020.1,24,19.3,24,9.3,24,4,24,7,999.9,37, ,28.9, ,0,D,999.9,0
74486094789,11/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",29.1,24,22.7,24,1013.8,24,13,24,6.3,24,11.3,24,18.1,22,37.9, ,23,*,0.08,G,3.9,101000
74486094789,12/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",25.3,24,10.3,24,1015,24,14.3,24,15.5,24,11.1,24,15,20,35.1, ,18, ,0.2,G,3.9,0
74486094789,13/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",23.6,24,6.9,24,1019.6,24,18.9,24,17.8,24,13.3,24,15.9,22,30.9, ,18, ,0,G,3.9,0
74486094789,14/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",23.2,24,9.2,24,1022.4,24,21.7,24,12.1,24,10.1,24,15.9,22.9,30.9, ,19, ,0,H,999.9,1000
74486094789,15/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",29.3,24,19.8,24,1012.2,24,11.4,24,8,24,9.4,24,15.9,21,36,*,24.1, ,0.08,G,2.8,101000
74486094789,16/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",26.6,24,10.4,24,1021.4,24,20.7,24,12.3,24,9.8,24,17.1,24.1,36, ,21, ,0,G,2,0
74486094789,17/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",32.3,24,29.3,24,1020.1,24,19.4,24,5.1,24,7.2,24,10.1,999.9,39,*,27, ,0.05,C,0.8,111000
74486094789,18/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",35.2,24,34.2,24,1012.6,24,11.8,24,4.3,24,6.7,24,12,999.9,39, ,33.1, ,0.56,D,0.8,110000
74486094789,19/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",37.3,24,33.9,24,1009,24,8.2,24,9.1,24,7.3,24,12,999.9,41,*,36, ,0.37,D,999.9,110000
74486094789,20/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",36.4,24,33.4,24,1016.4,24,15.7,24,7,24,8.6,24,12,999.9,42.1,*,34, ,0.28,G,999.9,110000
74486094789,21/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",39.9,24,37.2,24,1013.8,24,13,24,6.5,24,7.5,24,11.1,999.9,43,*,37.9, ,0,G,999.9,110000
74486094789,22/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",36.7,24,24.2,24,1015.5,24,14.7,24,14.3,24,13.8,24,20,28,43, ,30, ,0.2,D,999.9,10000
74486094789,23/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",35.7,24,24.5,24,1014.8,24,14.1,24,11.2,24,5.2,24,10.1,999.9,41, ,32, ,0,D,999.9,111000
74486094789,24/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.8,24,17.7,24,1016.4,24,15.6,23,10.2,24,8.1,24,12,999.9,37.9, ,30, ,0,D,999.9,101000
74486094789,25/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",32.3,24,18.7,24,1009.2,24,8.5,24,12.8,24,12,24,21,33,37.9,*,28.9, ,0.04,G,0.8,101000
74486094789,26/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",24.2,24,-0.6,24,1006,24,5.2,24,24.2,24,17.1,24,25.1,33,37.9, ,18, ,0,G,999.9,0
74486094789,27/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",29.1,24,1.2,24,1002.3,24,1.5,24,18.4,24,8.2,24,13,18.1,35.1,*,25, ,0,D,999.9,0
74486094789,28/02/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",29.4,24,7.3,24,1008.3,24,7.6,24,19.1,24,11.7,24,15,19,36, ,21.9, ,0,D,999.9,0
74486094789,01/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",31.6,24,11.6,24,1014.1,24,13.3,24,18,24,10.2,24,14,18.1,41,*,25, ,0,D,999.9,0
74486094789,02/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.4,24,12.7,24,1010.6,24,9.9,24,16.2,24,10.7,24,15,20,41, ,27, ,0,D,999.9,0
74486094789,03/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",35,24,21.6,24,1015.1,24,14.3,24,12.8,24,7.8,24,12,999.9,43,*,27, ,0,C,999.9,0
74486094789,04/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",37.1,24,31.3,24,1015.3,24,14.5,24,9.4,24,3.5,24,8,999.9,43, ,30, ,0,D,999.9,0
74486094789,05/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",41.1,24,27.2,24,1011.5,24,10.8,24,10.9,24,7.7,24,15,22,50,*,33.1, ,0,D,999.9,10000
74486094789,06/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",39.4,24,30,24,1007,24,6.2,24,11.2,24,9.6,24,19,27,51.1, ,30.9, ,0,D,999.9,111000
74486094789,07/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.5,24,12.9,24,1000.2,24,999.4,24,14.8,24,22.6,24,30.1,35.9,45, ,24.1,*,0,D,999.9,1000
74486094789,08/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",20.8,24,-7.8,24,1021.3,24,20.5,24,23,24,18.7,24,26,38.1,37, ,14, ,0,D,999.9,0
74486094789,09/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",33.5,24,10.5,24,1024,24,23.3,24,16.5,24,9.2,24,14,19,44.1,*,26.1, ,0,D,999.9,0
74486094789,10/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",42.3,24,35.1,24,1018.8,24,18,24,9.3,24,8,24,13,999.9,51.1,*,37.9, ,0,D,999.9,100000
74486094789,11/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",48.8,24,41.6,24,1005.8,24,5,24,10.5,24,16.6,24,28,36.9,62.1,*,41, ,0.16,G,999.9,110000
74486094789,12/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",38.7,24,26.5,24,1024,24,23.2,24,15.6,24,10,24,24.1,32.1,46,*,30, ,0,G,999.9,0
74486094789,13/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",39.3,24,37.5,24,1024.6,24,23.8,24,6,24,8.5,24,13,999.9,46.9, ,37, ,0.12,G,999.9,110000
74486094789,14/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",41.4,24,41,24,1014.8,24,14,24,3.3,24,5.7,24,10.1,999.9,46,*,39,*,0.67,G,999.9,110000
74486094789,15/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",52.7,24,45.9,24,1001.8,24,1.1,24,10.5,24,13,24,25.1,35.9,64.9,*,44.1, ,0.83,G,999.9,110000
74486094789,16/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",50.4,24,43,24,1012.1,24,11.3,24,9.9,24,6.7,24,15.9,999.9,64.9, ,44.1, ,0.12,G,999.9,110000
74486094789,17/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",45,24,33,24,1019.7,24,18.9,24,15.6,24,10,24,15,20,60.1, ,37.9, ,0,G,999.9,0
74486094789,18/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",43.6,24,37.7,24,1024.3,24,23.6,24,11.3,24,5.6,24,12,999.9,52, ,37, ,0,D,999.9,0
74486094789,19/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",47.7,24,45.7,24,1010.3,24,9.5,24,5.5,24,19.1,24,27,39,52,*,42.1, ,0.02,D,999.9,110000
74486094789,20/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",47.5,24,31.9,24,1009.3,24,8.5,24,15.2,24,16.1,24,21,25.1,61, ,37.9,*,0,C,999.9,100000
74486094789,21/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",25.4,24,1.5,24,1027.3,24,26.5,24,20.9,24,13.2,24,21,26,35.1,*,17.1, ,0,C,999.9,0
74486094789,22/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",31.8,24,10.2,24,1031.9,24,31.1,24,16.4,24,7.5,24,11.1,999.9,42.1,*,23, ,0,D,999.9,0
74486094789,23/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",37.7,24,26.1,24,1029.9,24,29.1,24,14.1,24,8.6,24,13,999.9,44.1, ,30.9, ,0,D,999.9,0
74486094789,24/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",44.6,24,27.9,24,1026.4,24,25.6,24,14.4,24,12.1,24,22,28.9,53.1,*,36, ,0,D,999.9,0
74486094789,25/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",43.6,24,30.8,24,1037.7,24,36.9,24,17.3,24,9.8,24,21,27,53.1, ,30, ,0,D,999.9,0
74486094789,26/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",49.2,24,45.1,24,1031.1,24,30.4,24,12.5,24,11.6,24,21,28.9,59,*,42.1, ,0,D,999.9,0
74486094789,27/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",51.6,24,48.2,24,1019.1,24,18.3,24,11.5,24,8.7,24,20,28.9,64,*,46, ,0,D,999.9,10000
74486094789,28/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",48.4,24,38.6,24,1022.8,24,22,24,12.9,24,12.1,24,18.1,26,64.9, ,42.1, ,0.16,G,999.9,0
74486094789,29/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",49,24,42.5,24,1023.4,24,22.6,24,12.1,24,10.8,24,17.1,24.1,61,*,42.1, ,0,G,999.9,0
74486094789,30/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",50.4,24,43.6,24,1019.7,24,18.9,24,14.4,24,10,24,18.1,24.1,62.1, ,43, ,0,D,999.9,0
74486094789,31/03/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",59.8,24,42.3,24,1018.3,24,17.6,24,18.1,24,9.6,24,15.9,20,73,*,48.9, ,0,D,999.9,0
74486094789,01/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",53.6,24,43.9,24,1023.5,24,22.7,24,19.3,24,4.9,24,12,999.9,73.9, ,42.1, ,0,D,999.9,0
74486094789,02/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",58.1,24,49,24,1015,24,14.3,24,9.1,24,8.3,24,14,18.1,72,*,50, ,0,D,999.9,110000
74486094789,03/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",53.8,24,36.1,24,1023.1,24,22.3,24,19.1,24,11.5,24,15.9,20,73, ,46, ,0,D,999.9,0
74486094789,04/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",47.6,24,42.8,24,1026.6,24,25.8,24,16.3,24,6.9,24,10.1,999.9,59, ,43, ,0,D,999.9,10000
74486094789,05/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",47.7,24,42.9,24,1027.4,24,26.6,24,10.1,24,9.6,24,15,20,54, ,44.1, ,0.08,G,999.9,110000
74486094789,06/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",41.7,24,40,24,1027.2,24,26.4,24,8.8,24,11.6,24,15,22,52, ,39, ,0.08,G,999.9,110000
74486094789,07/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",48.6,24,46.5,24,1012.9,24,12.2,24,3.6,24,7.8,24,11.1,999.9,59,*,42.1, ,0,G,999.9,110000
74486094789,08/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",51.6,24,47.5,24,1003.9,24,3.1,24,4.7,24,7.3,24,17.1,26,68,*,46, ,0.08,D,999.9,110000
74486094789,09/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",52.3,24,30.3,24,998.5,24,997.7,24,17.9,24,12.2,24,20,26,68, ,45, ,0,D,999.9,0
74486094789,10/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",45.7,24,27.3,24,997.8,24,997,24,19.3,24,15.6,24,20,24.1,57, ,41, ,0,H,999.9,10000
74486094789,11/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",41.4,24,29.8,24,1000.8,24,0,24,15,24,12.5,24,20,27,51.1, ,37.9, ,0,D,999.9,11000
74486094789,12/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",46,24,28.6,24,1006.2,24,5.3,24,16.8,24,12.7,24,15.9,22.9,54,*,41, ,0.01,D,999.9,10000
74486094789,13/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",46,24,27.5,24,1015.6,24,14.9,24,18.4,24,9.7,24,15,20,54, ,39, ,0,C,999.9,0
74486094789,14/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",48.7,24,37.1,24,1019.6,24,18.8,24,11.8,24,8,24,10.1,999.9,59,*,36, ,0,C,999.9,100000
74486094789,15/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",49.9,24,36.7,24,1018.2,24,17.5,24,13.5,24,5.8,24,11.1,999.9,60.1, ,39.9, ,0,D,999.9,10000
74486094789,16/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",48,24,43.2,24,1012.7,24,11.9,24,7.3,24,14.5,24,24.1,33,60.1, ,45,*,0.2,G,999.9,110000
74486094789,17/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",46,24,41.8,24,1010,24,9.2,24,7.7,24,17.4,24,22,29.9,50, ,44.1, ,2.32,G,999.9,110000
74486094789,18/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",54,24,39.8,24,1017.4,24,16.6,24,14.7,24,16.2,24,24.1,32.1,63,*,48, ,0.35,G,999.9,10000
74486094789,19/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",54.4,24,29.3,24,1023.2,24,22.4,24,20.1,24,10.9,24,15,21,68,*,44.1, ,0,G,999.9,0
74486094789,20/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",50.4,24,30.2,24,1016.9,24,16.1,24,16.1,24,7.2,24,15,20,69.1, ,45, ,0,D,999.9,0
74486094789,21/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",51.5,24,47.6,24,1005,24,4.1,24,8.1,24,10.9,24,17.1,20,57, ,48.9, ,0.04,G,999.9,110000
74486094789,22/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",53.5,24,46.3,24,1004.8,24,4,24,10.3,24,6.2,24,13,999.9,62.1,*,43, ,0.28,G,999.9,110000
74486094789,23/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",39.6,24,37,24,1009.6,24,8.7,24,6.5,24,15.9,24,20,26,63, ,34, ,0.31,G,999.9,111000
74486094789,24/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",51.6,24,30.1,24,1015.4,24,14.6,24,18.6,24,14.3,24,20,28.9,66.9,*,34, ,0.24,G,999.9,110000
74486094789,25/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",61.1,24,35.5,24,1012.4,24,11.6,24,22.6,24,14.7,24,20,28,71.1,*,54, ,0,G,999.9,0
74486094789,26/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",57.1,24,49.7,24,1014.6,24,13.9,24,13.9,24,4.1,24,8,999.9,68, ,51.1, ,0.08,C,999.9,110000
74486094789,27/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",57.4,24,52.7,24,1016.6,24,15.8,24,9,24,5.4,24,10.1,999.9,68,*,52, ,0.03,D,999.9,110000
74486094789,28/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",60.1,24,53.3,24,1017,24,16.2,24,10.1,24,6.2,24,13,18.1,72,*,51.1, ,0,D,999.9,100000
74486094789,29/04/1986,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",51.2,24,49.9,24,1014.6,24,13.8,24,3.4,24,5.6,24,10.1,999.9,55,*,48, ,0,D,999.9,110000
